cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Core i9-9900KS @ 4.00GHz,898.3,19518,21.73,3039,3.38,127.0,153.69,8,2019,FCLGA1151-2,Desktop
Intel Xeon Silver 4216 @ 2.10GHz,1096.66,19451,17.74,1775,1.62,100.0,194.51,16,2019,FCLGA3647,Server
Intel Xeon W-2245 @ 3.90GHz,999.9,19446,19.45,2763,2.76,155.0,125.46,8,2020,FCLGA2066,Server
Intel Core i7-10700K @ 3.80GHz,328.98,19277,58.6,3074,9.34,125.0,154.22,8,2020,FCLGA1200,Desktop
Intel Xeon W-1270P @ 3.80GHz,428.0,19245,44.96,3074,7.18,95.0,202.58,8,2020,FCLGA1200,Server
Intel Xeon E5-2697 v3 @ 2.60GHz,200.19,19238,96.1,2009,10.04,145.0,132.67,14,2014,LGA2011-v3,Server
Intel Xeon Gold 6126 @ 2.60GHz,1160.0,19223,16.57,2019,1.74,125.0,153.78,12,2018,FCLGA3647,Server
Intel Core i7-10700KF @ 3.80GHz,309.99,19143,61.75,3056,9.86,125.0,153.14,8,2020,FCLGA1200,Desktop
Intel Core i7-12800H,457.0,19052,41.69,3604,7.89,45.0,423.37,6,2022,FCBGA1744,Laptop
Intel Xeon Silver 4309Y @ 2.80GHz,677.5,19010,28.06,2494,3.68,105.0,181.05,8,2021,FCLGA4189,Server
Intel Xeon W-1350 @ 3.30GHz,279.99,18940,67.65,3511,12.54,80.0,236.75,6,2021,FCLGA1200,Server
Intel Xeon W-11855M @ 3.20GHz,450.0,18857,41.91,3319,7.38,45.0,419.05,6,2021,FCBGA1787,"Laptop, Server"
Intel Xeon Silver 4214R @ 2.40GHz,707.81,18846,26.63,2023,2.86,100.0,188.46,12,2020,FCLGA3647,Server
AMD Ryzen 5 3600XT,327.52,18780,57.34,2794,8.53,95.0,197.69,6,2020,AM4,Desktop
Intel Xeon E-2356G @ 3.20GHz,333.0,18757,56.33,3507,10.53,80.0,234.47,6,2022,FCLGA1200,Server
Intel Core i9-9900K @ 3.60GHz,622.0,18716,30.09,2960,4.76,95.0,197.02,8,2018,FCLGA1151-2,Desktop
Intel Core i9-9900KF @ 3.60GHz,502.13,18691,37.22,2968,5.91,95.0,196.75,8,2019,FCLGA1151-2,Desktop
Intel Xeon Gold 6144 @ 3.50GHz,2097.0,18656,8.9,2523,1.2,150.0,124.38,8,2017,FCLGA3647,Server
Intel Xeon W-1270E @ 3.40GHz,367.0,18635,50.78,2990,8.15,80.0,232.94,8,2022,FCLGA1200,"Server, Mobile/Embedded"
Intel Xeon W-1290T @ 1.90GHz,494.0,18409,37.27,2974,6.02,35.0,525.98,10,2021,FCLGA1200,Server
Intel Xeon D-2183IT @ 2.20GHz,1764.0,18385,10.42,1728,0.98,100.0,183.85,16,2018,FCBGA2518,Server
Intel Core i5-11600 @ 2.80GHz,216.41,18318,84.64,3302,15.26,65.0,281.81,6,2021,FCLGA1200,Desktop
Intel Core i9-9820X @ 3.30GHz,685.0,18288,26.7,2406,3.51,165.0,110.84,10,2018,FCLGA2066,Desktop
AMD Ryzen 5 3600X,209.99,18285,87.08,2670,12.71,95.0,192.47,6,2019,AM4,Desktop
Intel Xeon E-2378 @ 2.60GHz,386.0,18248,47.28,3258,8.44,65.0,280.74,8,2022,FCLGA1200,Server
Intel Xeon E7-8880 v3 @ 2.30GHz,133.0,18244,137.17,1612,12.12,150.0,121.63,18,2016,LGA2011-1,Server
Intel Core i7-9800X @ 3.80GHz,650.0,18240,28.06,2595,3.99,165.0,110.54,8,2018,FCLGA2066,Desktop
Intel Xeon W-2145 @ 3.70GHz,1224.67,18225,14.88,2625,2.14,140.0,130.18,8,2017,FCLGA2066,Server
Intel Xeon W-1270 @ 3.40GHz,362.0,18093,49.98,3060,8.45,80.0,226.17,8,2020,FCLGA1200,Server
Intel Xeon D-2187NT @ 2.00GHz,1989.0,18070,9.08,1425,0.72,110.0,164.27,16,2020,FCBGA2518,Server
Intel Core i9-10900TE @ 1.80GHz,444.0,17888,40.29,2684,6.05,35.0,511.09,10,2021,FCLGA1200,Mobile/Embedded
AMD Ryzen 5 3600,153.49,17822,116.11,2576,16.78,65.0,274.18,6,2019,AM4,Desktop
Intel Xeon E5-2687W v4 @ 3.00GHz,975.1,17757,18.21,2065,2.12,160.0,110.98,12,2016,FCLGA2011-3,Server
Intel Xeon E5-2680 v4 @ 2.40GHz,402.19,17737,44.1,1949,4.85,120.0,147.81,14,2016,FCLGA2011-3,Server
Intel Core i5-12500T,202.0,17728,87.76,3618,17.91,35.0,506.53,6,2022,FCLGA1700,Desktop
Intel Xeon E-2278G @ 3.40GHz,494.0,17706,35.84,2951,5.97,80.0,221.33,8,2019,FCLGA1151-2,Server
Intel Xeon Gold 5120 @ 2.20GHz,1561.0,17686,11.33,1847,1.18,105.0,168.43,14,2017,FCLGA3647,Server
Intel Core i5-11500 @ 2.70GHz,197.19,17626,89.38,3153,15.99,65.0,271.17,6,2021,FCLGA1200,Desktop
AMD Ryzen 7 2700X,212.98,17578,82.54,2436,11.44,105.0,167.41,8,2018,AM4,Desktop
Intel Xeon Gold 5120T @ 2.20GHz,1727.0,17540,10.16,1827,1.06,105.0,167.04,14,2018,FCLGA3647,Server
Intel Xeon E5-2673 v4 @ 2.30GHz,1950.0,17533,8.99,1909,0.98,135.0,129.87,20,2016,FCLGA2011-3,Server
Intel Xeon W-3223 @ 3.50GHz,820.55,17456,21.27,2503,3.05,160.0,109.1,8,2020,FCLGA3647,Server
Intel Xeon E5-4669 v3 @ 2.10GHz,5400.0,17430,3.23,1474,0.27,135.0,129.11,18,2015,FCLGA2011-3,Server
Intel Xeon E5-2683 v4 @ 2.10GHz,421.0,17388,41.3,1633,3.88,120.0,144.9,16,2016,FCLGA2011-3,Server
Intel Xeon E-2288G @ 3.70GHz,539.0,17313,32.12,2927,5.43,95.0,182.24,8,2019,FCLGA1151-2,Server
Intel Core i7-7820X @ 3.60GHz,709.0,17283,24.38,2539,3.58,140.0,123.45,8,2017,FCLGA2066,Desktop
Intel Core i5-11400F @ 2.60GHz,149.99,17213,114.76,3023,20.15,65.0,264.82,6,2021,FCLGA1200,Desktop
Intel Core i7-6950X @ 3.00GHz,377.32,17142,45.43,2334,6.19,140.0,122.44,10,2016,LGA2011-v3,Desktop
Intel Core i5-11400 @ 2.60GHz,174.21,17132,98.34,3048,17.5,65.0,263.57,6,2021,FCLGA1200,Desktop
Intel Core i7-10700E @ 2.90GHz,330.0,17020,51.58,2845,8.62,65.0,261.85,8,2021,FCLGA1200,"Laptop, Mobile/Embedded"
AMD EPYC 7232P,390.27,17017,43.6,1549,3.97,120.0,141.81,8,2020,SP3,Server
Intel Core i7-10700F @ 2.90GHz,249.99,16973,67.89,2919,11.67,65.0,261.12,8,2020,FCLGA1200,Desktop
AMD Ryzen Threadripper 1900X,249.99,16955,67.82,2343,9.37,180.0,94.19,8,2017,sTR4,Desktop
Intel Core i7-10700 @ 2.90GHz,268.99,16946,63.0,2922,10.86,65.0,260.71,8,2020,FCLGA1200,Desktop
Intel Core i9-9900 @ 3.10GHz,458.99,16873,36.76,2863,6.24,65.0,259.58,8,2019,FCLGA1151-2,Desktop
AMD Ryzen 5 4500,141.75,16698,117.8,2605,18.38,65.0,256.89,6,2022,AM4,Desktop
Intel Xeon Gold 6134 @ 3.20GHz,1699.99,16518,9.72,2240,1.32,130.0,127.06,8,2017,FCLGA3647,Server
Intel Core i5-11500H @ 2.90GHz,250.0,16458,65.83,3148,12.59,45.0,365.74,6,2021,FCBGA1787,Laptop
Intel Xeon E5-2690 v3 @ 2.60GHz,235.19,16444,69.92,1903,8.09,135.0,121.8,12,2014,LGA2011-v3,Server
AMD Ryzen 5 PRO 4650G,257.36,16428,63.83,2664,10.35,65.0,252.73,6,2020,AM4,Desktop
Intel Core i7-11600H @ 2.90GHz,395.0,16403,41.53,3185,8.06,45.0,364.51,6,2021,FCBGA1787,Laptop
Intel Core i7-10700TE @ 2.00GHz,330.0,16332,49.49,2772,8.4,35.0,466.63,8,2021,FCLGA1200,Laptop
AMD Ryzen 7 1800X,178.03,16306,91.59,2186,12.28,95.0,171.64,8,2017,AM4,Desktop
Intel Xeon Gold 5118 @ 2.30GHz,699.0,16287,23.3,1746,2.5,105.0,155.12,12,2017,FCLGA3647,Server
Intel Core i9-10980HK @ 2.40GHz,583.0,16271,27.91,2869,4.92,45.0,361.57,8,2020,FCBGA1440,Laptop
Intel Core i5-11400H @ 2.70GHz,250.0,16073,64.29,3061,12.24,45.0,357.17,6,2021,FCBGA1787,Laptop
Intel Xeon W-10885M @ 2.40GHz,623.0,16013,25.7,2768,4.44,45.0,355.84,8,2020,FCBGA1440,"Laptop, Server"
Intel Xeon E-2336 @ 2.90GHz,304.0,15900,52.3,3353,11.03,65.0,244.61,6,2022,FCLGA1200,Server
Intel Xeon E5-2695 v3 @ 2.30GHz,243.19,15801,64.97,1739,7.15,120.0,131.68,14,2014,LGA2011-v3,Server
Intel Xeon Silver 4214 @ 2.20GHz,761.7,15772,20.71,1712,2.25,85.0,185.55,12,2019,FCLGA3647,Server
Intel Core i9-10885H @ 2.40GHz,556.0,15679,28.2,2810,5.05,45.0,348.42,8,2020,FCBGA1440,Laptop
AMD Ryzen 7 2700,254.2,15654,61.58,2197,8.64,65.0,240.82,8,2018,AM4,Desktop
Intel Xeon E5-2680 v3 @ 2.50GHz,142.0,15522,109.31,1774,12.49,120.0,129.35,12,2014,LGA2011-v3,Server
AMD Ryzen 7 1700X,168.06,15496,92.21,2074,12.34,95.0,163.12,8,2017,AM4,Desktop
Intel Xeon Gold 5217 @ 3.00GHz,1645.0,15429,9.38,2173,1.32,115.0,134.16,8,2019,FCLGA3647,Server
Intel Core i7-10875H @ 2.30GHz,450.0,15426,34.28,2778,6.17,45.0,342.79,8,2020,FCBGA1440,Laptop
Intel Xeon Gold 5215 @ 2.50GHz,1384.95,15420,11.13,1866,1.35,85.0,181.42,10,2019,FCLGA3647,Server
Intel Xeon E5-4667 v3 @ 2.00GHz,5729.0,15397,2.69,1461,0.26,135.0,114.05,16,2018,FCLGA2011-3,Server
Intel Core i5-11260H @ 2.60GHz,250.0,15313,61.25,2969,11.87,45.0,340.29,6,2021,FCBGA1787,Laptop
Intel Core i7-11700T @ 1.40GHz,323.0,15271,47.28,2859,8.85,35.0,436.3,8,2021,FCLGA1200,Desktop
Intel Core i5-11600T @ 1.70GHz,213.0,15254,71.61,2884,13.54,35.0,435.82,6,2021,FCLGA1200,Desktop
Intel Xeon E-2278GE @ 3.30GHz,494.0,15252,30.88,2639,5.34,80.0,190.66,8,2020,FCLGA1151-2,Server
Intel Xeon E-2286M @ 2.40GHz,1373.18,15249,11.1,2778,2.02,45.0,338.87,8,2019,FCBGA1440,Laptop
Intel Xeon Silver 4214Y @ 2.20GHz,768.0,15248,19.85,1790,2.33,85.0,179.39,12,2020,FCLGA3647,Server
Intel Xeon Silver 4116T @ 2.10GHz,1112.0,15187,13.66,1781,1.6,85.0,178.66,12,2021,FCLGA3647,Server
Intel Xeon Silver 4215R @ 3.20GHz,860.0,15147,17.61,2349,2.73,130.0,116.51,8,2020,FCLGA3647,Server
Intel Core i9-10900T @ 1.90GHz,439.0,15134,34.47,2523,5.75,35.0,432.4,10,2020,FCLGA1200,Desktop
Intel Xeon D-2166NT @ 2.00GHz,1005.0,15105,15.03,1751,1.74,85.0,177.7,12,2020,FCBGA2518,Server
Intel Xeon E5-2660 v4 @ 2.00GHz,254.45,15038,59.1,1897,7.46,105.0,143.22,14,2016,FCLGA2011-3,Server
Intel Xeon Silver 4210R @ 2.40GHz,519.99,15030,28.9,1831,3.52,100.0,150.3,10,2020,FCLGA3647,Server
Intel Core i7-10870H @ 2.20GHz,417.0,15027,36.04,2726,6.54,45.0,333.93,8,2020,FCBGA1440,Laptop
AMD EPYC 7301,1499.98,14991,9.99,1363,0.91,155.0,96.72,16,2019,SP3,Server
Intel Core i3-12300,143.0,14955,104.58,3673,25.68,60.0,249.26,4,2022,LGA 1700,Desktop
AMD EPYC 7251,1111.0,14935,13.44,1671,1.5,120.0,124.46,8,2018,SP3,Server
Intel Xeon Silver 4116 @ 2.10GHz,389.99,14931,38.29,1709,4.38,85.0,175.66,12,2018,FCLGA3647,Server
Intel Xeon W-1250P @ 4.10GHz,596.66,14924,25.01,2985,5.0,125.0,119.39,6,2021,FCLGA1200,"Desktop, Server"
Intel Xeon E5-2699A v4 @ 2.40GHz,4938.0,14917,3.02,1037,0.21,145.0,102.87,22,2019,FCLGA2011-3,Server
Intel Xeon E5-2658A v3 @ 2.20GHz,1832.0,14879,8.12,1688,0.92,105.0,141.71,12,2019,FCLGA2011-3,Server
Intel Xeon E5-2683 v3 @ 2.00GHz,1498.95,14829,9.89,1571,1.05,120.0,123.57,14,2015,LGA2011-v3,Server
Intel Xeon E5-2687W v3 @ 3.10GHz,679.95,14812,21.78,1897,2.79,160.0,92.57,10,2014,LGA2011-v3,Server
Intel Core i9-9980HK @ 2.40GHz,583.0,14728,25.26,2620,4.49,45.0,327.29,8,2019,FCBGA1440,Laptop
Intel Xeon E5-2678 v3 @ 2.50GHz,170.0,14682,86.36,1718,10.1,120.0,122.35,12,2015,LGA2011-v3,Server
AMD Ryzen 7 1700,152.68,14628,95.81,1985,13.0,65.0,225.05,8,2017,AM4,Desktop
Intel Core i5-10600KF @ 4.10GHz,184.98,14575,78.79,2948,15.94,125.0,116.6,6,2020,FCLGA1200,Desktop
Intel Core i7-9700K @ 3.60GHz,390.99,14550,37.21,2899,7.42,95.0,153.16,8,2018,FCLGA1151-2,Desktop
Intel Core i7-8086K @ 4.00GHz,549.0,14550,26.5,2895,5.27,95.0,153.16,6,2018,FCLGA1151-2,Desktop
Intel Core i5-10600K @ 4.10GHz,212.97,14534,68.24,2936,13.78,125.0,116.27,6,2020,FCLGA1200,Desktop
Intel Core i3-12100,122.0,14503,118.88,3549,29.09,60.0,241.72,4,2022,LGA 1700,Desktop
Intel Core i7-9700KF @ 3.60GHz,424.99,14499,34.12,2920,6.87,95.0,152.62,8,2019,FCLGA1151-2,Desktop
Intel Core i3-12100F,107.99,14490,134.18,3532,32.71,58.0,249.83,4,2022,FCLGA1700,Server
Intel Xeon Silver 4215 @ 2.50GHz,869.95,14439,16.6,2060,2.37,85.0,169.87,8,2019,FCLGA3647,Server
Intel Xeon E-2286G @ 4.00GHz,551.26,14384,26.09,2846,5.16,95.0,151.41,6,2019,FCLGA1151-2,Server
Intel Xeon W-2235 @ 3.80GHz,582.99,14332,24.58,2662,4.57,130.0,110.25,6,2020,FCLGA2066,Server
Intel Xeon E-2236 @ 3.40GHz,327.31,14307,43.71,2851,8.71,80.0,178.84,6,2019,FCLGA1151-2,Server
Intel Core i7-6900K @ 3.20GHz,384.95,14291,37.13,2361,6.13,140.0,102.08,8,2016,FCLGA2011-3,Desktop
Intel Xeon Silver 4210 @ 2.20GHz,449.0,14285,31.82,1858,4.14,85.0,168.06,10,2019,FCLGA3647,Server
Intel Xeon Gold 6128 @ 3.40GHz,1719.0,14273,8.3,2247,1.31,115.0,124.11,6,2017,FCLGA3647,Server
Intel Xeon E5-4660 v3 @ 2.10GHz,4800.0,14256,2.97,1558,0.32,120.0,118.8,14,2017,FCLGA2011-3,Server
Intel Xeon E5-2697 v2 @ 2.70GHz,162.5,14218,87.49,1811,11.14,130.0,109.37,12,2013,FCLGA2011,Server
Intel Xeon E5-1680 v4 @ 3.40GHz,4719.0,14120,2.99,2348,0.5,140.0,100.86,8,2016,FCLGA2011-3,Server
Intel Xeon E5-2673 v3 @ 2.40GHz,700.0,14112,20.16,1723,2.46,110.0,128.29,12,2015,LGA2011-v3,Server
Intel Xeon W-2135 @ 3.70GHz,1007.7,14109,14.0,2592,2.57,140.0,100.78,6,2017,FCLGA2066,Server
Intel Xeon E-2374G @ 3.70GHz,357.0,14086,39.46,3445,9.65,80.0,176.07,4,2022,FCLGA1200,Server
AMD Ryzen 5 2600X,154.39,14053,91.02,2406,15.58,95.0,147.92,6,2018,AM4,Desktop
Intel Xeon E-2246G @ 3.60GHz,311.0,14050,45.18,2825,9.08,80.0,175.62,6,2019,FCLGA1151-2,Server
Intel Core i9-9880H @ 2.30GHz,556.0,13979,25.14,2555,4.59,45.0,310.64,8,2019,FCBGA1440,Laptop
AMD EPYC 3251,315.0,13965,44.33,1872,5.94,50.0,279.3,8,2019,SP4r2,Server
Intel Core i9-9900T @ 2.10GHz,439.0,13947,31.77,2505,5.71,35.0,398.49,8,2019,FCLGA1151-2,Desktop
Intel Core i5-10600 @ 3.30GHz,219.99,13928,63.31,2911,13.23,65.0,214.27,6,2020,FCLGA1200,Desktop
Intel Xeon E5-2670 v3 @ 2.30GHz,63.99,13917,217.48,1695,26.5,120.0,115.97,12,2014,LGA2011-v3,Server
Intel Xeon E-2186G @ 3.80GHz,542.78,13909,25.63,2780,5.12,95.0,146.41,6,2018,FCLGA1151-2,Server
Intel Core i7-8700K @ 3.70GHz,309.0,13850,44.82,2764,8.95,95.0,145.79,6,2017,FCLGA1151-2,Desktop
Intel Xeon E5-2667 v4 @ 3.20GHz,357.5,13846,38.73,2158,6.04,135.0,102.57,8,2016,FCLGA2011-3,Server
Intel Core i5-11500T @ 1.50GHz,192.0,13820,71.98,2571,13.39,35.0,394.85,6,2021,FCLGA1200,Desktop
Intel Xeon W-1250 @ 3.30GHz,312.39,13799,44.17,2859,9.15,80.0,172.49,6,2020,FCLGA1200,Server
Intel Xeon E-2176G @ 3.70GHz,448.0,13643,30.45,2749,6.14,80.0,170.54,6,2018,FCLGA1151-2,Server
Intel Xeon W-1270TE @ 2.00GHz,367.0,13553,36.93,2796,7.62,35.0,387.24,8,2021,FCLGA1200,Server
Intel Xeon E5-2695 v2 @ 2.40GHz,183.0,13521,73.88,1604,8.77,115.0,117.57,12,2013,LGA 2011,Server
Intel Xeon E5-2650 v4 @ 2.20GHz,1199.99,13489,11.24,1578,1.31,105.0,128.47,12,2016,FCLGA2011-3,Server
Intel Xeon E5-2690 v2 @ 3.00GHz,148.0,13481,91.08,1880,12.7,130.0,103.7,10,2013,FCLGA2011,Server
Intel Core i7-9700F @ 3.00GHz,340.99,13462,39.48,2796,8.2,65.0,207.11,8,2019,FCLGA1151-2,Desktop
Intel Core i7-9700 @ 3.00GHz,322.85,13385,41.46,2782,8.62,65.0,205.93,8,2019,FCLGA1151-2,Desktop
Intel Xeon E-2276G @ 3.80GHz,442.9,13371,30.19,2894,6.53,80.0,167.13,6,2019,FCLGA1151-2,Server
Intel Xeon E-2136 @ 3.30GHz,321.99,13356,41.48,2711,8.42,80.0,166.96,6,2018,FCLGA1151-2,Server
Intel Xeon E-2146G @ 3.50GHz,369.94,13351,36.09,2679,7.24,80.0,166.89,6,2018,FCLGA1151-2,Server
Intel Xeon E5-1660 v4 @ 3.20GHz,1494.0,13340,8.93,2193,1.47,140.0,95.29,8,2016,FCLGA2011-3,Server
AMD Ryzen 5 3500X,184.95,13319,72.01,2525,13.65,65.0,204.91,6,2019,AM4,Desktop
Intel Xeon E5-1680 v3 @ 3.20GHz,589.99,13214,22.4,2127,3.61,140.0,94.38,8,2015,LGA2011-v3,Server
AMD Ryzen 5 2600,124.88,13195,105.66,2250,18.02,65.0,202.99,6,2018,AM4,Desktop
Intel Xeon E-2334 @ 3.40GHz,305.99,13189,43.1,3244,10.6,65.0,202.9,4,2022,FCLGA1200,Server
Intel Xeon Silver 4114 @ 2.20GHz,775.0,13169,16.99,1681,2.17,85.0,154.93,10,2017,FCLGA3647,Server
Intel Xeon E5-2660 v3 @ 2.60GHz,142.73,13146,92.1,1796,12.58,105.0,125.2,10,2014,LGA2011-v3,Server
Intel Core i7-10700T @ 2.00GHz,447.99,13119,29.28,2661,5.94,35.0,374.82,8,2020,FCLGA1200,Desktop
Intel Xeon D-2143IT @ 2.20GHz,566.0,13107,23.16,1812,3.2,65.0,201.64,8,2018,FCBGA2518,Server
Intel Core i5-11400T @ 1.30GHz,182.0,13078,71.86,2549,14.0,35.0,373.67,6,2021,FCLGA1200,Desktop
Intel Core i5-10500 @ 3.10GHz,209.88,13056,62.21,2785,13.27,65.0,200.86,6,2020,FCLGA1200,Desktop
Intel Core i7-8700 @ 3.20GHz,260.99,13046,49.99,2662,10.2,65.0,200.71,6,2017,FCLGA1151-2,Desktop
Intel Xeon E5-4627 v4 @ 2.60GHz,999.99,12969,12.97,2030,2.03,135.0,96.07,10,2017,FCLGA2011-3,Server
Intel Xeon W-10855M @ 2.80GHz,450.0,12955,28.79,2776,6.17,45.0,287.89,6,2020,FCBGA1440,"Laptop, Server"
AMD Ryzen 5 1600X,169.46,12943,76.38,2183,12.88,95.0,136.25,6,2017,AM4,Desktop
Intel Core i7-7800X @ 3.50GHz,199.99,12864,64.33,2414,12.07,140.0,91.89,6,2017,FCLGA2066,Desktop
Intel Xeon E5-2618L v4 @ 2.20GHz,700.39,12816,18.3,2013,2.87,75.0,170.88,10,2017,FCLGA2011-3,Server
Intel Core i3-12100T,122.0,12767,104.65,3412,27.96,35.0,364.77,4,2022,FCLGA1700,Desktop
AMD Ryzen 3 3300X,269.99,12746,47.21,2689,9.96,65.0,196.1,4,2020,AM4,Desktop
Intel Core i7-5960X @ 3.00GHz,215.61,12719,58.99,1979,9.18,140.0,90.85,8,2014,LGA2011-v3,Desktop
Intel Xeon E5-2680 v2 @ 2.80GHz,139.53,12530,89.8,1789,12.82,115.0,108.96,10,2013,FCLGA2011,Server
Intel Xeon E5-4657L v2 @ 2.40GHz,751.19,12495,16.63,1478,1.97,115.0,108.66,12,2015,FCLGA2011,Server
Intel Core i5-10400F @ 2.90GHz,124.99,12439,99.52,2572,20.58,65.0,191.37,6,2020,FCLGA1200,Desktop
Intel Xeon W-2133 @ 3.60GHz,617.0,12438,20.16,2274,3.68,140.0,88.84,6,2017,FCLGA2066,Server
Intel Core i7-11375H @ 3.30GHz,482.0,12383,25.69,3105,6.44,35.0,353.79,4,2021,FCBGA1449,Laptop
Intel Xeon E5-1660 v3 @ 3.00GHz,398.95,12360,30.98,1976,4.95,140.0,88.28,8,2014,LGA2011-v3,Server
Intel Xeon E5-2667 v3 @ 3.20GHz,403.0,12354,30.66,1983,4.92,135.0,91.51,8,2014,LGA2011-v3,Server
Intel Core i7-1265U,426.0,12334,28.95,3422,8.03,15.0,822.28,2,2022,FCBGA1744,"Laptop, Mobile/Embedded"
Intel Core i5-10400 @ 2.90GHz,149.99,12320,82.14,2587,17.25,65.0,189.53,6,2020,FCLGA1200,Desktop
AMD Ryzen 5 1600,159.82,12314,77.05,2074,12.98,65.0,189.45,6,2017,AM4,Desktop
Intel Core i7-8700B @ 3.20GHz,303.0,12239,40.39,2751,9.08,65.0,188.3,6,2019,FCBGA1440,Laptop
Intel Core i7-9700E @ 2.60GHz,323.0,12239,37.89,2576,7.97,65.0,188.3,8,2020,FCLGA1151-2,Desktop
Intel Xeon E5-2667 v2 @ 3.30GHz,174.95,12222,69.86,2018,11.53,130.0,94.02,8,2014,LGA 2011,Server
Intel Xeon D-2141I @ 2.20GHz,555.0,12177,21.94,1756,3.16,65.0,187.33,8,2019,FCBGA2518,Server
Intel Core i7-10850H @ 2.70GHz,395.0,12124,30.69,2740,6.94,45.0,269.42,6,2020,FCBGA1440,Laptop
Intel Core i7-11370H @ 3.30GHz,426.0,12098,28.4,3017,7.08,35.0,345.66,4,2021,FCBGA1449,Laptop
Intel Xeon E5-2687W v2 @ 3.40GHz,432.19,12083,27.96,2067,4.78,150.0,80.56,8,2013,FCLGA2011,Server
Intel Xeon E-2278GEL @ 2.00GHz,494.0,12024,24.34,2428,4.91,35.0,343.53,8,2019,FCLGA1151-2,Server
Intel Xeon E5-2640 v4 @ 2.40GHz,461.0,11950,25.92,1818,3.94,90.0,132.78,10,2016,FCLGA2011-3,Server
Intel Xeon E5-2650 v3 @ 2.30GHz,107.87,11931,110.61,1629,15.1,105.0,113.63,10,2014,LGA2011-v3,Server
Intel Xeon E5-2650L v3 @ 1.80GHz,1365.0,11820,8.66,1397,1.02,65.0,181.85,12,2015,LGA2011-v3,Server
Intel Xeon E-2276M @ 2.80GHz,450.0,11818,26.26,2648,5.89,45.0,262.62,6,2019,FCBGA1440,Laptop
Intel Xeon D-2146NT @ 2.30GHz,641.0,11736,18.31,1802,2.81,80.0,146.69,8,2019,FCBGA2518,Server
Intel Xeon E5-2670 v2 @ 2.50GHz,79.0,11718,148.33,1658,20.99,115.0,101.9,10,2014,FCLGA2011,Server
AMD Ryzen 3 3100,137.95,11660,84.52,2427,17.59,65.0,179.38,4,2020,AM4,Desktop
Intel Xeon D-1577 @ 1.30GHz,1176.0,11645,9.9,1319,1.12,45.0,258.78,16,2020,FCBGA1667,Server
Intel Core i5-10500H @ 2.50GHz,250.0,11604,46.41,2620,10.48,45.0,257.86,6,2021,FCBGA1440,Laptop
Intel Xeon E5-2648L v4 @ 1.80GHz,1298.7,11547,8.89,1435,1.1,75.0,153.96,14,2017,FCLGA2011-3,Server
Intel Xeon E5-1650 v4 @ 3.60GHz,453.7,11534,25.42,2406,5.3,140.0,82.38,6,2016,FCLGA2011-3,Server
Intel Core i7-9850H @ 2.60GHz,1305.76,11483,8.79,2550,1.95,45.0,255.18,6,2019,unknown,Laptop
Intel Xeon E5-2650L v4 @ 1.70GHz,700.0,11436,16.34,1385,1.98,65.0,175.93,14,2017,FCLGA2011-3,Server
Intel Core i7-9750HF @ 2.60GHz,395.0,11391,28.84,2539,6.43,45.0,253.14,6,2020,FCBGA1440,Laptop
Intel Core i5-10600T @ 2.40GHz,213.0,11376,53.41,2422,11.37,35.0,325.02,6,2020,FCLGA1200,Desktop
Intel Xeon E5-2630 v4 @ 2.20GHz,374.95,11373,30.33,1774,4.73,85.0,133.8,10,2016,FCLGA2011-3,Server
Intel Xeon E5-4627 v3 @ 2.60GHz,2400.0,11344,4.73,1749,0.73,135.0,84.03,10,2016,FCLGA2011-3,Server
Intel Core i7-6850K @ 3.60GHz,326.97,11295,34.54,2407,7.36,140.0,80.68,6,2016,FCLGA2011-3,Desktop
Intel Core i7-9750H @ 2.60GHz,960.0,11207,11.67,2487,2.59,45.0,249.03,6,2019,FCBGA1440,Laptop
Intel Xeon E5-2640 v3 @ 2.60GHz,59.0,11205,189.91,1865,31.6,90.0,124.5,8,2014,LGA2011-v3,Server
Intel Xeon E5-2643 v4 @ 3.40GHz,383.5,11152,29.08,2249,5.87,135.0,82.61,6,2016,FCLGA2011-3,Server
Intel Xeon Silver 4208 @ 2.10GHz,482.01,11137,23.11,1821,3.78,85.0,131.02,8,2019,FCLGA3647,Server
Intel Core i5-1235U,309.0,11119,35.98,3335,10.79,15.0,741.27,2,2022,BGA1744,"Laptop, Mobile/Embedded"
Intel Xeon E-2226G @ 3.40GHz,326.54,11119,34.05,2853,8.74,80.0,138.99,6,2019,FCLGA1151-2,Server
Intel Core i7-1185G7E @ 2.80GHz,431.0,11114,25.79,3017,7.0,15.0,740.95,4,2021,FCBGA1449,"Laptop, Mobile/Embedded"
Intel Xeon E5-2628L v4 @ 1.90GHz,1364.0,11079,8.12,1433,1.05,75.0,147.72,12,2017,FCLGA2011-3,Server
Intel Core i5-11300H @ 3.10GHz,309.0,11048,35.75,2832,9.17,35.0,315.65,4,2021,FCBGA1449,Laptop
Intel Core i7-1195G7 @ 2.90GHz,426.0,11019,25.87,3084,7.24,28.0,393.52,4,2021,FCBGA1449,Laptop
Intel Core i7-1185G7 @ 3.00GHz,426.0,10948,25.7,2899,6.8,15.0,729.84,4,2020,BGA1526,Laptop
Intel Xeon E-2176M @ 2.70GHz,450.0,10946,24.32,2454,5.45,45.0,243.25,6,2018,FCBGA1440,Laptop
